,Text,Label
562,"@amyyqin Wuhan is city with 10 million population, for the past 2 months, ppl need to stay at home to fight against the virus. Now after the locking down, the citizens need to deal with some staffs. Two months, how many ppl would die in the city? Fake news! Bitch!",Neutral
563,"John Prine is in *critical* condition from damned wuhan virus, y'all!!!!!!!!!!! Fuck the rest of the world's problems - am off radar for a while. No bs...",Neutral
564,Coronavirus coverup most likey going on in communist China! Three Wall Street reporters kicked out and origin of viris in controversy!! Jim Dykes,Hate
565,"Chris”Fredo”Cuomo has the Chinese Virus. I wonder if he is going to continue to support China �� &amp; it’s government? Hope he pulls through, but what’s that saying, oh yeh, now I remember,“Paybacks a Bitch”.",Neutral
566,"@Cernovich Because when the tens of thousands of homeless living in filth in the streets of CA start dying of the Wuhan virus, America will be impressed with how the incompetent Newsome took care of the homeless problem?",Non-Asian Aggression
567,Lmfao! Those cunts got this for long.They Had 98% recorverey &amp;&amp; 2% lethality. Italy UK US &amp; Spain have recovery rate less that 10%. China lied to the world. Fuck ‘em!,Hate
568,"Hate towards China keeps getting stronger, while the good americans kill themselves and kills more people than any other country does...  Who used the Nuke on civilians again ? �   People spend their time spitting on China while they find solutions to problems they face..",Hate
569,"@Johnusadollar @AnnieBurns14 What a typical, pathetic Chinese remark. ""Ugly racist""?? What the fuck are you on?  Father fucker? It's the Chinese virus, from China, caused by your disgusting eating habits, your cruelty.  Boycott anything Chinese",Hate
570,Tell Schumer to take his whiny ass over to China &amp; fix it himself. What a worthless waste of space this clown is.,Non-Asian Aggression
571,"You don’t have the courage to say this shit in the middle of Chinatown, which is in the 34th. Eat shit.",Neutral
572,"@bandrews_brian @DebbieE76332102 @senrobportman @realDonaldTrump @WhiteHouse @GovMikeDeWine His dumb ass still calls #COVID19  Chinese virus . Sit your ass down , this is why people think the USA is ignorant  and racist . Their are Chinese Americans being verbally attacked and assaulted . Because of his choices .",Non-Asian Aggression
573,@julesthewho @cuckadoodleshoo @YGalanter @GOPLeader Wuhan is not a race. China is not a race. Corona is not a race. Stating the TRUTH about origin is not DISCRIMINATING  virus.,Hate
574,"@Haha62181120 @HuXijin_GT FUCK YOU CHINES VIRUS  Name : ChinesVIRUS Birth Place. : WUHAN China Date of Birth : 1st nov 2019 AGE : 5 months Total Crime : 30, 000 Human death Award : CHINES VIRUS noble prize Objective : Destroy Human   FUCK YOU CHINES VIRUS   You eat potty all world sending you CHINESVIRUS",Hate
575,@LeoVaradkar Why is he licking China’s boots. Enough. China started a war. I’m sick of watching these ‘leaders’ kiss the ass of a country who has single handedly infected the world w/ a deadly virus and lied. #ChinaLiedPeopleDied,Hate
576,And this is why we say FUCK YOU to #China,Hate
577,"So instead of managing the shortages of Americans , you dick heads are now backtracking to repair the damages of your ""China Virus"" campaign and your ""Trade wars are easy to win until you need the manufacturing base again"" campaign! Fuck you you're all idiots!",Neutral
578,We have kept Corona at bay so far. Only chink in the armour is the behaviour of these Jahil Tabligis.  #ShowSomeSpine and Crush these Corona Jihadis.,Neutral
579,@Z2681413779 @JyamaSuruNa @RFZ_China @CCrowe90 @samdegreen #ChinaLiedPeopleDied dude grow up if all you can say is your mom they you are as lame as a communist oh shit you are a communist �,Non-Asian Aggression
580,"@simpson_anton @SkyNews @chunkymark Yeah good old boris, taking advice from his scientific advisors because hes not a fucking expert himself, good ol boris for not realising the Chinese hid the virus for so long, you literally cant make this shit up, are you for real? Fuck up mate and use some discretion",Non-Asian Aggression
581,"@Tin_Tin_in_Tibt @HuXijin_GT In November,who the fuck knows what's going on or what kind of the virus.The western done nothing after  WUHAN lockdown. It's a shame to blame others for ur own disability!",Counterhate
582,"Seriously some lass has just asked Facebook if she’s got coronavirus because she had her nails done by “Chinese ” yesterday, and she doesn’t feel well ????? fuck offffffffff",Non-Asian Aggression
583,Is there anything more fucked up than the dysfunction in Washington during this time of crisis. Shame on all of the political leaders for their partisan BS! Shame of each of you!!! @SenSchumer @SpeakerPelosi @senatemajldr @GOPLeader @realDonaldTrump #coronavirus #Covid_19 #China,Non-Asian Aggression
584,That Corona virus aint stopping yall bitches from getting yall nails done by Ling ling�,Non-Asian Aggression
585,"Chinese haven't been able to control the coronavirus epidemy, which is tragic not only in their country but worldwide: the virus is spreading to #SouthKorea and other Asian countries. And even worse, some patients who think they've fully recovered could still be infected and die.",Neutral
586,5D be on all bullshit the bald whitey and chink mf be tweakin,Non-Asian Aggression
587,"Corona virus reminding the world the tragedy middle east ,rohingya kashmir ,eigher chinese muslims  Delhi muslims gone through https://t.co/NUtboy1g5g",Neutral
588,"Alveda King {MLK's niece}, was just asked if it's Racist to call this virus Chinese? She answered by asking-""Is it racist to call it Chinese food""? How twisted liberals make things. A voice of common sense.",Hate
589,@MikeNov47450872 tl;dr my Qanon niggas think a happening is gonna happen today. although it does sound reasonable that another major happening could happen due to chink virus.,Hate
590,@MissGinaDarling she looks like the type to call me rebecca-chan &amp; chink in the same sentence,Neutral
591,Your tweet won’t age well. Let’s see you be President during a worldwide pandemic with cockroaches like yourself in the media and the democratic party cuming in their pants watching America suffer. Fuck you.  #ChineseVirus @GlennKesslerWP #Trump2020 ��,Non-Asian Aggression
592,If anything I've had more chinese since all this shit started,Neutral
593,@JackMa Chinese virus.... You fucking idiots r the reason for this mess,Hate
594,@kookcao I'm an coronavirus and your ass better stay out of Asia or you going to get these work 1v1 me I dare You i bet I will win I'm already in USA so whats up I pulled up first.  This is so cringe lol.,Non-Asian Aggression
595,@BobbyHillFrmTX can you spare a truck? gotta haul my fat ass from here to wuhan to end the virus but my car's too small,Neutral
596,Simon Harris: Screening people from Italy or China for coronavirus wouldn't make any sense  Coronavirus: fuck this Dublin Airport is nice,Neutral
597,Hey China thanks for literally fucking up the planet with your constant pandemics. #COVID19 #THANKSCHINA,Hate
598,"At the very least,  China needs to be isolated from the world. They've had their sights on us for decades. Wake the FUCK UP! #fuckchina",Hate
599,"@WagerSolution @OrlanditoSilva @yummy_peaches83 @Xpressreport @GreenJeanASSET @CurliHeadedFuk @eugenegu @realDonaldTrump Which is exactly what your so called president is doing! “The Chinese virus!!??” It’s not a fucking competition, but I know you yanks find that concept difficult so I’ll spell it out for you.. hundreds of thousands will die and no one will care about stats",Counterhate
600,Fuck off you fat chink prick,Non-Asian Aggression
601,"Hey Twitter, since y’all like to get so involved. Just because someone is Chinese doesn’t mean they have the coronavirus. Stop being a dick and treating people like a disease because it’s effecting them at their jobs. I’ve heard so many rude comments, it blows my mind.",Neutral
602,@seanhannity Go ahead I love the part about nonpartisan he doesn’t know the meaning of the word don’t forget to put in all the hell he was putting up with at the time and the shit people gave him when he ban flights from #ChineseVirus he made the brave move that saved lives should of ban more,Neutral
603,R they really gonna deal with this here like the idiots in china? Shit....,Hate
604,"Black men, Y'all see how Black Women are defending us under this thread, From these little dick Chinese demons. We gotta do the same for our Black Queens too. BW always defend us. Stop being pussy and let ya nuts hang. Protect our own. #ChineseVirus #KungFlu #BlackTwitter",Hate
605,Bernie Sanders / AOC's "Single Payer Healthcare" working like they want all of America to be like:   Chinese Communists are reportedly killing Wuhan Virus patients. - https://t.co/cvbnsfI8jO,Hate
606,Hoping April 1st come around and all the news broadcasts will be like   "APRIL FOOLS.. The Coronavirus isnt real it was a joke"  Just a shit ton of old china men come out behind a curtain,Neutral
607,"It's funny how everyone is all of the sudden preppers, I thought we were nutcases,what happend, huh? Awww,  did shit get real on you?  #Covid19 #coronavirus #kungflu # wuflu https://t.co/u7cCn9OIT6",Neutral
608,Watching the #WHO response to #ChinaVirus is a lot like watching my 15 year old son wash dishes. Minimal amount of effort to make it appear he is doing something &amp; at the end I look at his work and everything is clearly dirty as fuck. #Coronavirustruth #WHOLiedPeopleDied,Non-Asian Aggression
609,They realy banned countries with no coronavirus cases and forgot China and Italy ���������� you realy cant make this shit up,Neutral
610,"Yes we are but nobody has the guts to spit it out. @CNN finds it racist to call it a Chinese virus! What would you call a citizen from China, Chinese is that Racist???",Hate
611,"@daisymidzy @augustcohen_nyc Over 50,000 American soldiers were killed in Vietnam. The Chinese and their virus have so far killed just over 7000 Americans. Some Asian Americans for sure, but only a racist would count.",Hate
